object_id,district,timeperiod,area_sqkm,inundation_intensity_mean_nonzero,inundation_intensity_sum,drainage_density,mean_rain,max_rain,total_population,total_households,mean_sex_ratio,schools_count,health_centres_count,rail_length,road_length,net_sown_area_ha,electricity_access,piped_water_households_pct,no_sanitation_households_pct,elderly_population,flood_protection_failures,human_lives_lost,population_affected_total,crop_area,flood_protection_damaged,roads_damaged,bridges_damaged,total_procurement_value,disaster_fund_sanctions_value,disaster_fund_procurement_value
R01-D04-S03,Westmoor,2022_02,490.29,0.0,0.0,2.937,81.81,204.61,765683.0,164293.0,966.9,31.0,4.0,14.31,98.81,151.15,0.307,46.28,33.14,79755.0,0.2,0.0,197.0,3.0,0.14,1.39,0.43,185245.0,382636.0,0.0
R01-D05-S01,Riverend,2022_02,1334.51,2.03,398.49,0.913,30.96,66.23,570461.0,126251.0,1044.3,51.0,15.0,6.06,565.84,322.34,0.305,29.84,27.23,42189.0,0.7,1.0,3693.0,2.66,0.19,7.9,0.28,4174864.0,841009.0,1055713.0
R01-D05-S02,Riverend,2022_02,1459.47,0.0,0.0,3.226,35.14,65.7,432436.0,94106.0,1007.5,142.0,22.0,60.86,1094.05,395.62,0.61,50.97,16.23,41084.0,0.85,1.0,923.0,11.99,0.41,1.95,0.23,4608227.0,144419.0,334478.0
R01-D05-S03,Riverend,2022_02,690.03,0.0774,11.94,2.095,93.14,167.59,180621.0,39533.0,930.4,73.0,14.0,7.28,812.08,341.25,0.693,60.07,21.39,18366.0,0.28,0.0,890.0,11.59,0.02,2.2,0.08,1626661.0,669218.0,964550.0
R01-D06-S01,Lakeshire,2022_02,518.19,1.6471,138.46,3.018,57.65,123.44,1299686.0,286711.0,964.8,63.0,16.0,26.51,285.75,100.02,0.693,83.12,10.36,168506.0,0.45,1.0,22494.0,1.87,0.53,1.8,0.82,2357280.0,727325.0,0.0
R01-D06-S02,Lakeshire,2022_02,1251.38,0.0,0.0,1.955,58.37,138.19,988425.0,225843.0,906.2,100.0,30.0,11.74,938.88,192.78,0.488,62.12,20.79,76360.0,0.55,1.0,6118.0,6.82,0.91,4.0,1.13,0.0,535177.0,588466.0
R01-D06-S03,Lakeshire,2022_02,793.75,2.0042,172.33,2.557,85.19,172.14,252513.0,56243.0,925.6,77.0,11.0,33.56,229.43,301.85,0.602,50.54,21.41,29591.0,1.29,1.0,965.0,8.53,0.92,2.62,1.11,609806.0,1185553.0,478386.0
R01-D01-S01,Northmere,2022_03,989.98,1.5901,226.28,0.83,87.93,154.27,1310094.0,316736.0,1046.3,52.0,38.0,17.04,1017.27,489.93,0.902,77.97,6.95,149367.0,0.8,2.0,1520.0,24.0,0.11,5.96,0.97,4007914.0,232030.0,374415.0
R01-D01-S02,Northmere,2022_03,1614.92,1.4123,182.98,1.798,0.0,0.0,225898.0,45376.0,1039.0,168.0,36.0,54.62,1675.92,168.88,0.848,73.71,9.35,17979.0,0.36,0.0,2836.0,1.42,0.15,2.91,0.89,3360804.0,296514.0,1124890.0
R01-D01-S03,Northmere,2022_03,1680.97,0.0,0.0,2.441,132.11,280.13,700255.0,159755.0,909.6,91.0,20.0,15.34,692.47,351.49,0.733,79.67,13.96,83412.0,0.23,1.0,3931.0,11.05,0.25,3.96,1.06,3686921.0,0.0,0.0
R01-D01-S04,Northmere,2022_03,1337.0,0.0,0.0,3.897,45.83,115.21,1137135.0,242579.0,1034.0,126.0,41.0,22.67,1377.31,485.61,0.759,79.83,8.99,90531.0,0.37,0.0,24007.0,10.27,0.32,1.86,0.14,3357453.0,1253385.0,1190844.0
R01-D02-S01,Eastfen,2022_03,1040.1,1.068,173.26,2.891,75.16,114.46,105891.0,22536.0,1011.7,49.0,14.0,22.47,336.06,412.51,0.363,23.62,34.8,12394.0,0.01,0.0,995.0,26.35,1.34,1.12,0.49,2539466.0,934982.0,536384.0
R01-D02-S02,Eastfen,2022_03,786.49,0.0,0.0,1.163,92.97,224.95,583761.0,124710.0,919.5,52.0,9.0,11.36,452.87,120.45,0.353,51.61,24.29,46736.0,0.08,1.0,1306.0,1.42,0.06,0.66,0.13,145124.0,1505373.0,167667.0
R01-D02-S03,Eastfen,2022_03,608.44,0.7402,72.8,3.414,66.63,146.22,1030466.0,225297.0,1005.0,17.0,8.0,20.83,138.42,260.28,0.446,40.54,28.73,133708.0,0.12,0.0,2299.0,1.26,0.37,1.49,0.73,3862882.0,407369.0,664065.0
R01-D02-S04,Eastfen,2022_03,1698.07,1.4506,219.43,1.509,62.87,152.79,1200052.0,280871.0,1002.4,40.0,19.0,36.91,775.06,218.19,0.47,45.4,26.41,122667.0,0.03,0.0,3479.0,4.97,0.11,1.02,0.05,1747634.0,908425.0,0.0
R01-D03-S01,Southwater,2022_03,213.25,0.0,0.0,2.968,89.76,225.36,1180159.0,288933.0,1017.1,14.0,2.0,7.27,162.23,94.62,0.524,34.33,27.36,97517.0,0.18,1.0,3465.0,0.56,0.4,1.68,0.77,836753.0,356269.0,0.0
R01-D03-S02,Southwater,2022_03,1223.73,0.256,33.67,2.839,65.07,121.62,241009.0,56444.0,970.7,63.0,17.0,24.25,231.82,334.13,0.3,17.67,30.02,28920.0,0.16,0.0,790.0,11.34,0.34,1.91,0.29,940770.0,905149.0,1140730.0
R01-D03-S03,Southwater,2022_03,1577.0,1.1261,183.63,2.457,35.27,73.05,967513.0,198700.0,945.6,108.0,20.0,8.25,1339.03,583.0,0.514,57.9,29.46,77146.0,0.17,0.0,1155.0,3.95,0.25,0.72,0.1,326669.0,855326.0,0.0
R01-D03-S04,Southwater,2022_03,986.09,0.0428,7.72,3.487,61.11,124.69,353522.0,76133.0,935.1,71.0,4.0,19.48,595.12,392.65,0.414,36.99,31.3,43049.0,0.11,0.0,495.0,1.09,0.15,0.24,0.12,1800488.0,3271.0,222898.0
R01-D04-S01,Westmoor,2022_03,728.47,0.0,0.0,3.244,107.58,206.21,988043.0,240160.0,999.6,20.0,17.0,33.67,493.61,151.52,0.4,55.23,22.05,91266.0,0.35,0.0,1591.0,5.34,0.1,1.15,0.56,2907986.0,0.0,195096.0
R01-D04-S02,Westmoor,2022_03,1665.24,1.0097,130.15,0.815,67.18,116.92,282446.0,60950.0,1008.4,76.0,26.0,44.68,725.18,549.07,0.355,45.17,31.79,22040.0,0.23,0.0,1484.0,32.93,0.2,5.4,0.28,1183972.0,985713.0,644952.0
R01-D04-S03,Westmoor,2022_03,490.29,0.0,0.0,2.937,54.17,108.84,785006.0,186214.0,966.9,18.0,7.0,12.13,226.19,65.17,0.46,37.05,23.63,91003.0,0.1,2.0,892.0,0.13,0.05,1.23,0.6,4830314.0,1492363.0,5714.0
R01-D05-S01,Riverend,2022_03,1334.51,0.0,0.0,0.913,43.53,67.19,577805.0,142352.0,1044.3,56.0,19.0,24.99,870.47,135.33,0.337,46.44,27.23,71075.0,0.92,1.0,3254.0,3.38,0.49,5.1,1.24,2462032.0,1088274.0,780452.0
R01-D05-S02,Riverend,2022_03,1459.47,0.8951,93.71,3.226,72.06,163.04,427109.0,99696.0,1007.5,127.0,27.0,88.73,1277.24,597.88,0.588,48.02,21.15,50916.0,0.72,0.0,1024.0,8.55,0.31,1.65,0.18,0.0,0.0,518372.0
R01-D05-S03,Riverend,2022_03,690.03,0.0,0.0,2.095,23.77,55.2,182790.0,41259.0,930.4,74.0,20.0,40.74,539.57,83.97,0.526,74.88,22.38,17137.0,0.39,0.0,217.0,0.69,0.74,1.66,0.15,0.0,1090048.0,669274.0
R01-D06-S01,Lakeshire,2022_03,518.19,0.0,0.0,3.018,51.25,98.95,1272457.0,298252.0,964.8,48.0,18.0,13.83,213.75,92.8,0.728,59.25,11.07,103455.0,0.87,0.0,5268.0,5.46,0.49,2.89,0.64,1833598.0,400796.0,525595.0
R01-D06-S02,Lakeshire,2022_03,1251.38,2.3411,231.38,1.955,61.5,106.05,993097.0,202929.0,906.2,33.0,27.0,20.13,610.6,598.12,0.496,44.02,20.47,74548.0,0.29,3.0,3812.0,23.76,0.89,2.93,0.42,1474100.0,0.0,95170.0
R01-D06-S03,Lakeshire,2022_03,793.75,1.3654,173.46,2.557,110.24,236.06,251901.0,51580.0,925.6,69.0,12.0,13.44,531.74,114.17,0.558,44.43,18.74,23491.0,0.29,0.0,374.0,2.5,0.62,2.67,0.66,2284521.0,1087551.0,500081.0
R01-D01-S01,Northmere,2022_04,989.98,0.1698,18.3,0.83,66.63,154.04,1268498.0,301461.0,1046.3,137.0,30.0,49.27,547.3,464.67,0.825,77.3,5.58,95692.0,0.6,4.0,2256.0,15.96,0.8,0.55,0.76,1634441.0,796917.0,1198020.0
R01-D01-S02,Northmere,2022_04,1614.92,1.076,167.28,1.798,45.43,84.81,231351.0,48453.0,1039.0,127.0,56.0,46.32,1475.41,307.93,0.743,64.74,15.99,21562.0,0.28,1.0,1306.0,9.9,0.23,7.62,1.71,2503562.0,842317.0,482078.0
R01-D01-S03,Northmere,2022_04,1680.97,0.772,145.09,2.441,80.96,138.98,677823.0,153869.0,909.6,120.0,40.0,3.03,709.4,773.11,0.74,70.44,12.8,86562.0,0.78,1.0,813.0,8.08,1.09,6.07,1.64,1748502.0,1019033.0,994657.0
R01-D01-S04,Northmere,2022_04,1337.0,1.144,119.85,3.897,70.25,144.13,1168933.0,242232.0,1034.0,141.0,14.0,41.97,752.07,515.96,0.722,77.89,14.54,119688.0,0.1,1.0,6794.0,26.79,0.55,1.58,1.58,3010452.0,1173667.0,139838.0
R01-D02-S01,Eastfen,2022_04,1040.1,3.1373,491.86,2.891,106.46,216.68,101883.0,22547.0,1011.7,41.0,5.0,6.76,606.88,306.36,0.327,35.02,31.29,8742.0,0.47,0.0,324.0,8.89,1.4,8.92,0.19,779788.0,609300.0,146787.0
R01-D02-S02,Eastfen,2022_04,786.49,0.0023,0.22,1.163,14.58,20.99,585916.0,120215.0,919.5,41.0,12.0,15.79,188.36,365.88,0.351,52.72,27.57,53866.0,0.44,0.0,4502.0,3.17,0.25,1.39,0.2,1338153.0,734018.0,1287709.0
R01-D02-S03,Eastfen,2022_04,608.44,0.4264,44.36,3.414,93.42,230.4,1025795.0,211115.0,1005.0,40.0,5.0,14.62,468.56,171.68,0.443,26.52,29.69,96893.0,0.01,1.0,1913.0,4.78,0.57,2.56,0.17,1390130.0,551700.0,320889.0
R01-D02-S04,Eastfen,2022_04,1698.07,1.205,213.22,1.509,77.42,123.59,1207300.0,284027.0,1002.4,39.0,16.0,22.04,761.97,788.15,0.41,39.16,28.55,141990.0,0.12,1.0,2347.0,11.22,0.2,1.38,0.41,0.0,493616.0,0.0
R01-D03-S01,Southwater,2022_04,213.25,0.0,0.0,2.968,57.1,80.78,1166026.0,250752.0,1017.1,6.0,4.0,7.34,160.67,50.87,0.559,58.97,27.49,130833.0,0.33,1.0,1855.0,1.37,0.53,2.19,0.92,0.0,362659.0,595024.0
R01-D03-S02,Southwater,2022_04,1223.73,0.0,0.0,2.839,75.53,182.57,246823.0,59441.0,970.7,70.0,14.0,5.79,600.02,167.96,0.3,18.83,30.43,18875.0,0.53,0.0,626.0,2.27,0.73,8.25,0.01,3730743.0,1115513.0,231710.0
R01-D03-S03,Southwater,2022_04,1577.0,0.9946,87.09,2.457,64.5,98.1,954535.0,200840.0,945.6,43.0,7.0,17.06,1115.66,298.7,0.452,49.57,30.11,101145.0,0.04,0.0,1907.0,1.32,0.03,0.54,0.04,942167.0,1170939.0,0.0
R01-D03-S04,Southwater,2022_04,986.09,1.3508,157.18,3.487,61.73,136.59,352492.0,86340.0,935.1,60.0,4.0,37.59,494.8,427.38,0.478,37.2,24.61,44095.0,0.02,0.0,377.0,1.07,0.25,1.57,0.14,1613220.0,0.0,464556.0
R01-D04-S01,Westmoor,2022_04,728.47,0.0,0.0,3.244,75.3,177.66,1025823.0,231433.0,999.6,36.0,6.0,29.48,518.64,292.77,0.515,42.45,21.23,96723.0,0.07,1.0,5446.0,4.52,0.11,0.2,1.06,4147172.0,0.0,360192.0
R01-D04-S02,Westmoor,2022_04,1665.24,0.9141,146.19,0.815,72.49,163.29,288504.0,69944.0,1008.4,98.0,6.0,40.99,506.45,484.24,0.3,45.6,31.8,27255.0,0.12,1.0,2048.0,8.68,0.2,1.38,0.38,467816.0,230792.0,445565.0
R01-D04-S03,Westmoor,2022_04,490.29,0.0,0.0,2.937,51.11,74.53,781571.0,180541.0,966.9,27.0,7.0,16.98,106.07,77.98,0.37,24.22,29.23,78868.0,0.39,1.0,2827.0,0.33,0.7,1.37,0.2,2979286.0,119175.0,80012.0
R01-D05-S01,Riverend,2022_04,1334.51,2.0939,194.54,0.913,88.56,197.8,577866.0,139331.0,1044.3,37.0,12.0,20.04,586.72,513.8,0.37,39.03,32.03,49511.0,0.87,0.0,8426.0,7.34,0.46,0.01,0.3,1664612.0,1202000.0,4862.0
R01-D05-S02,Riverend,2022_04,1459.47,0.0,0.0,3.226,103.29,258.64,424105.0,99444.0,1007.5,85.0,24.0,82.56,1155.94,471.84,0.609,75.75,17.46,38103.0,0.43,1.0,1908.0,20.78,0.21,2.0,0.44,0.0,453036.0,0.0
R01-D05-S03,Riverend,2022_04,690.03,0.5133,42.94,2.095,75.66,129.42,181391.0,41156.0,930.4,22.0,13.0,28.87,398.96,228.19,0.541,66.21,22.92,13317.0,0.47,0.0,326.0,3.45,0.19,1.67,0.76,818830.0,1620173.0,36040.0
R01-D06-S01,Lakeshire,2022_04,518.19,2.0639,271.33,3.018,91.07,236.62,1275216.0,271601.0,964.8,58.0,5.0,33.02,233.65,148.02,0.644,79.23,16.15,139463.0,0.35,2.0,7027.0,3.08,0.1,4.28,0.19,2598081.0,998549.0,1109340.0
R01-D06-S02,Lakeshire,2022_04,1251.38,2.6883,237.51,1.955,58.45,141.42,972102.0,229734.0,906.2,119.0,7.0,44.61,1214.59,587.45,0.496,49.41,25.62,85441.0,0.21,2.0,1137.0,8.39,0.59,3.84,0.01,1363555.0,1121107.0,723294.0
R01-D06-S03,Lakeshire,2022_04,793.75,0.0,0.0,2.557,29.5,54.99,247891.0,58200.0,925.6,74.0,11.0,22.77,437.46,321.89,0.539,49.75,19.52,20268.0,0.25,0.0,754.0,13.76,1.44,0.01,0.4,4392211.0,1976534.0,283544.0
R01-D01-S01,Northmere,2022_05,989.98,2.9104,305.43,0.83,61.64,113.9,1276547.0,318278.0,1046.3,76.0,33.0,13.6,1282.68,102.82,0.783,80.37,3.82,160227.0,1.02,1.0,9051.0,7.87,0.46,0.01,0.61,3691427.0,1993986.0,1362689.0
R01-D01-S02,Northmere,2022_05,1614.92,1.3002,173.59,1.798,70.22,150.31,227521.0,51669.0,1039.0,175.0,56.0,16.64,1073.03,198.84,0.803,84.07,12.04,18972.0,0.15,0.0,493.0,14.01,0.22,3.46,1.77,683454.0,1108775.0,288510.0
R01-D01-S03,Northmere,2022_05,1680.97,1.6543,179.28,2.441,55.41,101.21,695629.0,146132.0,909.6,157.0,21.0,34.58,1214.35,833.27,0.709,71.35,17.61,76253.0,0.18,1.0,5506.0,17.01,0.4,2.86,0.55,3433022.0,0.0,834585.0
R01-D01-S04,Northmere,2022_05,1337.0,0.2381,44.34,3.897,86.44,193.9,1145610.0,276746.0,1034.0,78.0,39.0,93.62,649.4,440.18,0.685,67.33,15.71,98018.0,0.54,4.0,5904.0,6.62,1.79,4.11,1.2,2764075.0,782984.0,364240.0
R01-D02-S01,Eastfen,2022_05,1040.1,0.4639,71.75,2.891,51.17,125.55,103917.0,22269.0,1011.7,52.0,12.0,16.31,518.51,428.22,0.3,42.43,32.44,8938.0,0.61,0.0,876.0,18.46,1.8,9.44,2.01,3014594.0,1179912.0,656311.0
R01-D02-S02,Eastfen,2022_05,786.49,1.7811,181.94,1.163,43.1,74.68,573929.0,117528.0,919.5,35.0,11.0,4.6,333.33,97.1,0.377,41.69,26.97,73551.0,0.37,0.0,1081.0,3.23,0.5,3.02,0.83,3592046.0,1349368.0,940702.0
R01-D02-S03,Eastfen,2022_05,608.44,0.1999,18.13,3.414,102.0,160.47,1020072.0,235481.0,1005.0,32.0,6.0,18.28,305.29,185.39,0.349,52.13,27.99,74600.0,0.1,1.0,3046.0,0.79,0.21,0.29,0.04,2622760.0,389666.0,941270.0
R01-D02-S04,Eastfen,2022_05,1698.07,0.0,0.0,1.509,77.06,143.64,1205405.0,274033.0,1002.4,103.0,20.0,50.01,381.54,456.55,0.433,49.55,30.22,114498.0,0.15,1.0,271.0,2.6,0.08,1.12,0.35,1498378.0,792758.0,0.0
R01-D03-S01,Southwater,2022_05,213.25,0.0,0.0,2.968,51.67,104.19,1171636.0,264124.0,1017.1,8.0,2.0,6.84,118.34,71.45,0.545,51.54,21.33,140577.0,0.56,3.0,3860.0,0.36,0.24,3.39,0.49,3020029.0,1028297.0,295755.0
R01-D03-S02,Southwater,2022_05,1223.73,0.6434,100.24,2.839,69.1,117.87,248186.0,50383.0,970.7,62.0,10.0,0.92,533.7,125.47,0.3,28.69,31.29,21540.0,0.5,0.0,951.0,0.94,0.42,5.57,0.85,0.0,1646214.0,744236.0
R01-D03-S03,Southwater,2022_05,1577.0,0.0,0.0,2.457,65.4,119.81,982651.0,215639.0,945.6,47.0,20.0,27.15,1267.23,521.09,0.428,44.12,28.33,74910.0,0.03,0.0,472.0,4.04,0.01,0.01,0.1,0.0,262535.0,757376.0
R01-D03-S04,Southwater,2022_05,986.09,1.3382,169.32,3.487,118.06,292.15,359575.0,82657.0,935.1,37.0,7.0,12.21,536.08,155.65,0.3,47.44,26.95,35363.0,0.04,0.0,494.0,0.44,0.02,0.3,0.01,297820.0,47474.0,732843.0
R01-D04-S01,Westmoor,2022_05,728.47,0.0,0.0,3.244,85.26,186.89,1011223.0,208373.0,999.6,36.0,15.0,32.76,203.73,164.58,0.482,42.49,21.12,102579.0,0.9,2.0,1832.0,3.24,0.58,0.11,0.39,2436407.0,317229.0,422468.0
R01-D04-S02,Westmoor,2022_05,1665.24,3.1702,549.43,0.815,119.7,289.66,283081.0,68894.0,1008.4,102.0,21.0,0.1,576.99,826.3,0.389,18.98,34.94,21407.0,0.54,0.0,732.0,16.91,0.65,2.71,0.38,1082816.0,1020174.0,603988.0
R01-D04-S03,Westmoor,2022_05,490.29,1.9822,346.35,2.937,47.77,114.39,767294.0,153601.0,966.9,20.0,2.0,11.11,264.05,210.61,0.455,24.4,30.29,94963.0,0.46,1.0,6494.0,7.06,0.52,0.54,0.06,3210920.0,989425.0,805320.0
R01-D05-S01,Riverend,2022_05,1334.51,1.7254,320.42,0.913,106.42,216.68,563626.0,113944.0,1044.3,74.0,9.0,4.21,677.67,475.53,0.339,46.49,25.64,46294.0,0.65,2.0,3095.0,27.74,0.03,1.57,1.47,258969.0,1259247.0,1303623.0
R01-D05-S02,Riverend,2022_05,1459.47,0.3045,56.11,3.226,63.08,104.71,429881.0,89653.0,1007.5,48.0,39.0,56.23,1168.12,476.55,0.622,54.49,19.54,51761.0,0.27,1.0,1142.0,14.58,0.41,2.62,0.51,573268.0,0.0,970107.0
R01-D05-S03,Riverend,2022_05,690.03,0.0,0.0,2.095,87.54,150.75,183862.0,37328.0,930.4,67.0,18.0,38.95,289.62,324.53,0.539,56.86,21.15,22587.0,0.54,0.0,808.0,6.88,0.27,1.01,0.19,0.0,932958.0,275426.0
R01-D06-S01,Lakeshire,2022_05,518.19,2.393,425.2,3.018,31.71,54.09,1268879.0,276047.0,964.8,65.0,16.0,3.83,595.33,146.26,0.779,64.15,17.3,122249.0,1.3,1.0,4756.0,3.34,0.49,1.03,0.97,2941176.0,924188.0,656536.0
R01-D06-S02,Lakeshire,2022_05,1251.38,1.4264,202.97,1.955,43.73,109.82,987942.0,202090.0,906.2,62.0,19.0,32.74,584.79,612.66,0.446,59.25,21.23,107891.0,0.54,1.0,2169.0,9.01,0.37,4.47,0.85,1118514.0,817209.0,441634.0
R01-D06-S03,Lakeshire,2022_05,793.75,0.0,0.0,2.557,78.44,117.0,250636.0,58963.0,925.6,78.0,9.0,16.43,460.27,245.5,0.55,56.26,19.9,20962.0,0.33,0.0,1319.0,21.12,0.6,11.01,2.25,1812398.0,1564526.0,537162.0
R01-D01-S01,Northmere,2022_06,989.98,3.2043,474.35,0.83,286.59,420.24,1292379.0,294553.0,1046.3,153.0,18.0,69.55,1008.35,137.12,0.738,70.85,8.23,103612.0,2.52,5.0,18365.0,21.77,2.96,0.49,2.73,8363390.0,3400912.0,1956177.0
R01-D01-S02,Northmere,2022_06,1614.92,3.3704,443.22,1.798,275.4,573.02,224993.0,50956.0,1039.0,240.0,35.0,59.07,1910.73,697.89,0.82,66.08,14.84,25245.0,0.82,2.0,15585.0,96.23,4.23,0.01,4.35,9213606.0,1831142.0,2208216.0
R01-D01-S03,Northmere,2022_06,1680.97,6.9343,727.44,2.441,248.01,384.52,682805.0,140819.0,909.6,147.0,53.0,92.36,1180.7,257.84,0.727,65.83,9.57,53127.0,1.35,12.0,0.0,117.96,7.47,31.25,1.85,6722630.0,3597416.0,1772031.0
R01-D01-S04,Northmere,2022_06,1337.0,2.6963,312.07,3.897,210.02,419.35,1140364.0,248422.0,1034.0,143.0,43.0,50.09,1812.5,188.58,0.704,84.48,13.6,91883.0,1.91,0.0,14976.0,75.56,0.58,29.92,1.33,5531272.0,3860277.0,2006984.0
R01-D02-S01,Eastfen,2022_06,1040.1,5.7868,974.82,2.891,228.7,541.01,101944.0,22391.0,1011.7,62.0,11.0,9.64,627.92,175.93,0.3,43.12,27.73,8230.0,3.69,1.0,1674.0,29.43,4.3,49.38,12.89,7687429.0,3336807.0,2904617.0
R01-D02-S02,Eastfen,2022_06,786.49,0.7555,143.09,1.163,260.11,451.77,575534.0,139254.0,919.5,49.0,5.0,27.86,545.21,199.44,0.352,49.0,24.15,63641.0,4.35,6.0,27001.0,15.32,2.26,18.37,1.56,4933685.0,3251210.0,1519446.0
R01-D02-S03,Eastfen,2022_06,608.44,0.0291,3.5,3.414,246.58,619.01,1018309.0,245719.0,1005.0,48.0,3.0,3.12,227.04,195.69,0.34,53.34,29.84,126838.0,1.37,11.0,3947.0,8.04,4.96,29.57,1.01,4431437.0,1736514.0,1357020.0
R01-D02-S04,Eastfen,2022_06,1698.07,2.2269,179.22,1.509,264.01,645.01,1222709.0,255405.0,1002.4,74.0,32.0,47.77,1138.78,310.37,0.445,33.62,26.25,87734.0,1.65,4.0,6183.0,0.01,0.55,1.27,0.43,6005810.0,1692465.0,1229891.0
R01-D03-S01,Southwater,2022_06,213.25,1.3356,243.05,2.968,259.64,572.03,1207028.0,249908.0,1017.1,14.0,1.0,3.75,135.21,101.55,0.464,50.79,22.03,140869.0,0.76,0.0,1771.0,0.01,0.31,19.46,3.32,5634724.0,3273665.0,846534.0
R01-D03-S02,Southwater,2022_06,1223.73,3.185,348.65,2.839,270.73,429.16,241935.0,51469.0,970.7,45.0,15.0,3.8,317.16,533.67,0.316,29.34,27.78,29147.0,3.05,2.0,10881.0,274.76,1.56,12.61,5.44,6154508.0,2750741.0,1748761.0
R01-D03-S03,Southwater,2022_06,1577.0,0.3508,56.39,2.457,254.68,453.38,975373.0,196563.0,945.6,42.0,27.0,13.63,859.59,496.12,0.505,33.64,24.19,70029.0,1.29,1.0,2208.0,13.47,0.71,8.77,1.42,4983191.0,1477547.0,1443311.0
R01-D03-S04,Southwater,2022_06,986.09,0.1261,20.35,3.487,251.98,618.0,347777.0,81867.0,935.1,61.0,15.0,4.7,415.53,199.88,0.302,42.27,22.52,32944.0,0.39,0.0,696.0,3.8,0.16,6.14,1.5,4640511.0,796634.0,278731.0
R01-D04-S01,Westmoor,2022_06,728.47,2.1086,243.97,3.244,256.32,440.43,1022420.0,205858.0,999.6,66.0,13.0,24.04,485.8,332.83,0.446,52.36,24.67,99332.0,1.89,3.0,11159.0,19.51,1.14,13.01,3.17,5443401.0,3937947.0,847602.0
R01-D04-S02,Westmoor,2022_06,1665.24,3.6613,706.34,0.815,283.12,657.81,284779.0,61214.0,1008.4,58.0,8.0,25.71,603.47,335.27,0.369,17.91,34.97,30096.0,2.66,0.0,8909.0,53.61,0.99,17.42,3.29,8657296.0,3513842.0,1115556.0
R01-D04-S03,Westmoor,2022_06,490.29,3.7588,326.93,2.937,264.91,526.91,760521.0,154327.0,966.9,24.0,6.0,6.01,206.26,99.87,0.367,43.43,26.95,59585.0,1.63,8.0,42464.0,2.44,1.52,3.69,5.19,5086596.0,3042645.0,1186651.0
R01-D05-S01,Riverend,2022_06,1334.51,4.2197,477.09,0.913,246.77,639.67,565135.0,116516.0,1044.3,81.0,11.0,26.12,343.05,194.05,0.3,21.5,24.85,53553.0,2.97,4.0,32383.0,115.57,4.99,21.27,9.81,6737716.0,3172193.0,1402588.0
R01-D05-S02,Riverend,2022_06,1459.47,2.6943,346.78,3.226,253.96,540.5,420854.0,98538.0,1007.5,106.0,23.0,71.11,1438.78,170.55,0.579,50.8,17.33,39152.0,1.43,7.0,5677.0,24.74,3.08,15.06,7.5,6375558.0,2499135.0,2687169.0
R01-D05-S03,Riverend,2022_06,690.03,0.0,0.0,2.095,203.03,486.9,179763.0,38103.0,930.4,49.0,7.0,39.83,505.88,231.74,0.612,49.14,19.41,15637.0,3.19,0.0,5458.0,2.2,1.17,27.79,2.37,3407812.0,2857936.0,1044584.0
R01-D06-S01,Lakeshire,2022_06,518.19,4.9206,745.14,3.018,317.88,703.85,1267946.0,266268.0,964.8,55.0,9.0,7.01,384.67,236.66,0.729,67.48,16.46,153374.0,4.01,11.0,31340.0,15.08,1.58,18.22,8.15,6178186.0,2762751.0,2143731.0
R01-D06-S02,Lakeshire,2022_06,1251.38,3.4428,565.63,1.955,257.33,556.96,979740.0,241521.0,906.2,117.0,26.0,55.64,406.53,244.46,0.541,63.53,25.66,103179.0,1.4,17.0,11309.0,29.96,4.97,6.09,2.63,9643933.0,906686.0,1447600.0
R01-D06-S03,Lakeshire,2022_06,793.75,5.7256,1062.93,2.557,259.89,413.2,255231.0,53032.0,925.6,55.0,14.0,9.81,836.41,390.5,0.539,60.18,20.81,30862.0,6.8,5.0,64.0,79.29,2.86,12.4,4.61,7696234.0,2987450.0,2317675.0
R01-D01-S01,Northmere,2022_07,989.98,2.9479,572.8,0.83,279.35,722.34,1304876.0,323019.0,1046.3,86.0,33.0,51.86,968.43,265.87,0.901,76.95,10.53,160844.0,3.7,6.0,41161.0,151.14,4.91,95.02,4.93,9095081.0,3098256.0,1629895.0
R01-D01-S02,Northmere,2022_07,1614.92,3.5142,361.89,1.798,284.5,446.02,224282.0,48913.0,1039.0,228.0,56.0,4.69,1812.35,621.76,0.743,61.27,14.46,25621.0,3.3,4.0,13616.0,81.65,7.25,9.73,1.41,6316720.0,3052944.0,1975921.0
R01-D01-S03,Northmere,2022_07,1680.97,3.2038,421.1,2.441,266.43,400.71,690064.0,154080.0,909.6,229.0,17.0,27.84,1961.6,446.39,0.733,77.24,12.96,51033.0,2.9,3.0,15083.0,69.24,4.11,32.4,1.28,4819429.0,3335560.0,2756066.0
R01-D01-S04,Northmere,2022_07,1337.0,4.8004,394.01,3.897,232.56,383.19,1152625.0,269276.0,1034.0,138.0,46.0,92.95,650.37,394.98,0.725,63.1,11.96,147440.0,6.74,12.0,8104.0,78.84,6.39,22.5,4.74,6174588.0,3612164.0,1741929.0
R01-D02-S01,Eastfen,2022_07,1040.1,5.6888,538.94,2.891,266.66,607.97,102385.0,23488.0,1011.7,61.0,12.0,10.48,626.93,162.4,0.3,38.62,26.98,10842.0,6.66,1.0,4739.0,50.85,3.29,47.37,10.18,8409306.0,3250492.0,2790495.0
R01-D02-S02,Eastfen,2022_07,786.49,3.467,502.59,1.163,269.23,435.84,572889.0,131122.0,919.5,61.0,11.0,6.54,262.24,234.25,0.48,32.6,30.59,55843.0,1.51,15.0,25325.0,30.27,4.77,6.3,3.08,5927604.0,2397379.0,957032.0
